시도,시군구,발생월,사고건수,사망자수,중상자수,경상자수,부상신고자수
충남,금산군,10,15,1,9,15,0
충남,금산군,11,9,0,7,3,0
충남,금산군,12,10,0,5,8,0
충남,태안군,01,21,1,7,20,3
충남,태안군,02,14,0,8,26,1
충남,태안군,03,12,0,3,19,1
충남,태안군,04,21,0,8,25,3
충남,태안군,05,28,0,14,25,6
충남,태안군,06,33,1,14,30,0
충남,태안군,07,23,0,13,25,0
충남,태안군,08,18,2,7,16,2
충남,태안군,09,24,1,12,19,1
충남,태안군,10,29,1,13,46,3
충남,태안군,11,31,1,17,22,11
충남,태안군,12,13,1,5,9,2
충남,논산시,01,19,2,10,18,0
충남,논산시,02,15,0,8,13,0
충남,논산시,03,24,1,18,26,0
충남,논산시,04,32,2,14,43,5
충남,논산시,05,29,1,11,27,1
충남,논산시,06,31,1,15,31,0
충남,논산시,07,37,2,18,44,0
충남,논산시,08,32,0,20,28,1
충남,논산시,09,38,1,14,35,2
충남,논산시,10,25,3,11,20,0
충남,논산시,11,43,3,18,41,1
충남,논산시,12,22,2,10,16,5
충남,부여군,01,10,0,8,13,0
충남,부여군,02,10,1,4,13,0
충남,부여군,03,16,0,8,11,0
충남,부여군,04,11,0,8,8,0
충남,부여군,05,22,0,20,11,1
충남,부여군,06,21,1,17,20,0
충남,부여군,07,22,1,13,18,0
충남,부여군,08,20,2,17,14,0
충남,부여군,09,18,0,15,17,0
충남,부여군,10,18,2,8,14,0
충남,부여군,11,22,2,13,9,0
충남,부여군,12,8,0,2,8,0
충남,서천군,01,17,1,7,16,1
충남,서천군,02,15,0,6,15,0
충남,서천군,03,21,1,7,25,0
충남,서천군,04,23,0,7,19,0
충남,서천군,05,34,2,13,39,0
충남,서천군,06,21,2,7,18,0
충남,서천군,07,21,1,5,23,0
충남,서천군,08,20,0,6,29,0
충남,서천군,09,23,0,11,20,0
충남,서천군,10,28,1,10,42,0
충남,서천군,11,27,0,12,28,1
충남,서천군,12,24,1,4,26,0
충남,청양군,01,11,0,10,7,1
충남,청양군,02,11,1,8,8,1
충남,청양군,03,10,1,5,6,0
충남,청양군,04,11,0,6,13,0
충남,청양군,05,24,1,12,19,0
충남,청양군,06,22,1,18,18,1
충남,청양군,07,21,0,11,21,2
충남,청양군,08,9,0,2,7,0
충남,청양군,09,17,0,15,14,0
충남,청양군,10,14,2,2,16,0
충남,청양군,11,21,0,10,23,0
충남,청양군,12,14,0,4,16,0
충남,홍성군,01,14,0,9,8,0
충남,홍성군,02,12,2,9,19,0
충남,홍성군,03,19,1,6,18,0
충남,홍성군,04,27,1,12,17,3
충남,홍성군,05,26,1,14,22,1
충남,홍성군,06,20,3,9,15,0
충남,홍성군,07,20,0,9,19,0
충남,홍성군,08,18,2,6,15,0
충남,홍성군,09,26,4,9,24,0
충남,홍성군,10,27,0,12,27,0
충남,홍성군,11,17,2,6,9,0
충남,홍성군,12,16,4,8,12,0
충남,예산군,01,16,1,7,18,2
충남,예산군,02,12,0,5,14,1
충남,예산군,03,25,0,6,29,4
충남,예산군,04,20,0,8,21,4
충남,예산군,05,44,3,17,54,2
충남,예산군,06,39,3,11,43,1
충남,예산군,07,31,3,7,31,2
충남,예산군,08,32,2,10,38,1
충남,예산군,09,43,1,4,58,0
충남,예산군,10,23,0,6,39,0
충남,예산군,11,36,3,9,35,1
충남,예산군,12,22,2,19,42,1
충남,당진시,01,39,1,14,52,0
충남,당진시,02,39,3,7,38,3
충남,당진시,03,38,4,9,47,0
충남,당진시,04,57,1,13,60,4
충남,당진시,05,43,2,9,55,0
충남,당진시,06,50,2,12,53,3
충남,당진시,07,32,0,11,43,2
충남,당진시,08,44,2,14,58,3
충남,당진시,09,48,2,16,55,1
충남,당진시,10,44,1,15,49,1
충남,당진시,11,54,2,10,49,3
충남,당진시,12,41,0,15,38,0
충남,계룡시,01,1,0,1,0,0
충남,계룡시,02,2,0,2,0,0
충남,계룡시,03,6,0,3,2,1
충남,계룡시,04,6,0,1,12,0
충남,계룡시,05,1,0,0,1,0
충남,계룡시,06,2,0,0,2,0
충남,계룡시,07,4,0,1,5,0
충남,계룡시,08,3,0,1,7,0
충남,계룡시,09,7,0,5,8,0
충남,계룡시,10,3,0,1,2,0
충남,계룡시,11,6,1,0,10,0
충남,계룡시,12,6,1,3,4,0
전북,전주시,01,147,2,41,176,1
전북,전주시,02,123,0,41,131,0
전북,전주시,03,138,3,31,163,0
전북,전주시,04,169,1,42,222,1
전북,전주시,05,181,3,36,193,2
전북,전주시,06,173,2,39,204,2
전북,전주시,07,179,0,31,209,7
전북,전주시,08,156,2,33,177,1
전북,전주시,09,158,3,41,183,0
전북,전주시,10,173,5,43,204,6
전북,전주시,11,173,2,43,209,7
전북,전주시,12,148,3,36,163,2
전북,군산시,01,105,2,23,113,8
전북,군산시,02,75,1,20,66,10
전북,군산시,03,75,0,13,71,8
전북,군산시,04,94,2,21,130,8
전북,군산시,05,107,2,18,111,12
전북,군산시,06,113,5,16,117,10
전북,군산시,07,98,2,20,122,6
전북,군산시,08,110,3,31,117,9
전북,군산시,09,103,1,19,110,9
전북,군산시,10,116,3,25,142,10
전북,군산시,11,100,3,21,108,19
전북,군산시,12,71,1,16,86,9
전북,정읍시,01,27,1,6,35,0
전북,정읍시,02,23,1,13,22,0
전북,정읍시,03,27,0,8,31,0
전북,정읍시,04,43,1,18,44,3
전북,정읍시,05,35,0,15,32,0
전북,정읍시,06,35,1,20,31,0
전북,정읍시,07,34,2,6,38,0
전북,정읍시,08,31,2,15,35,0
전북,정읍시,09,30,2,16,32,0
전북,정읍시,10,50,2,23,55,1
전북,정읍시,11,42,4,16,49,0
전북,정읍시,12,32,2,11,31,0
전북,남원시,01,16,1,9,11,1
전북,남원시,02,9,1,4,13,0
전북,남원시,03,26,0,15,17,0
전북,남원시,04,26,1,9,33,1
전북,남원시,05,24,0,9,21,1
전북,남원시,06,31,3,16,30,0
전북,남원시,07,23,3,10,17,0
전북,남원시,08,16,0,13,6,1
전북,남원시,09,23,0,10,20,0
전북,남원시,10,32,1,14,32,1
전북,남원시,11,32,4,11,27,0
전북,남원시,12,20,0,9,25,0
전북,김제시,01,13,0,5,12,1
전북,김제시,02,17,1,6,16,0
전북,김제시,03,9,0,4,12,0
전북,김제시,04,28,1,13,34,0
전북,김제시,05,27,0,7,30,0
전북,김제시,06,16,0,8,21,0
전북,김제시,07,22,0,11,15,0
전북,김제시,08,22,1,6,25,1
전북,김제시,09,28,4,14,37,0
전북,김제시,10,30,1,11,27,1
전북,김제시,11,25,0,10,25,0
전북,김제시,12,16,0,7,15,0
전북,완주군,01,6,0,3,7,0
전북,완주군,02,8,1,1,10,0
전북,완주군,03,15,0,3,15,0
전북,완주군,04,15,1,7,10,0
전북,완주군,05,22,2,6,16,1
전북,완주군,06,30,1,8,29,0
전북,완주군,07,16,1,4,21,0
전북,완주군,08,19,2,9,22,0
전북,완주군,09,12,0,6,18,1
전북,완주군,10,24,3,5,34,0
전북,완주군,11,22,2,8,26,0
전북,완주군,12,29,7,13,26,2
전북,진안군,01,2,0,1,2,0
전북,진안군,02,3,0,3,3,0
전북,진안군,03,5,0,4,3,0
전북,진안군,04,7,0,1,9,1
전북,진안군,05,1,0,0,1,0
전북,진안군,06,8,3,6,4,0
전북,진안군,07,6,0,2,9,0
전북,진안군,08,7,0,4,12,1
전북,진안군,09,7,2,1,5,0
전북,진안군,10,4,0,1,5,0
전북,진안군,11,9,1,6,8,0
전북,진안군,12,3,1,0,3,0
전북,무주군,01,8,0,5,7,0
전북,무주군,02,9,0,3,14,0
전북,무주군,03,6,2,5,8,0
전북,무주군,04,10,3,6,9,0
전북,무주군,05,5,0,3,9,0
전북,무주군,06,5,1,2,2,0
전북,무주군,07,8,1,5,4,0
전북,무주군,08,8,0,4,6,0
전북,무주군,09,7,0,3,9,0
전북,무주군,10,9,1,6,4,0
전북,무주군,11,9,0,1,14,0
전북,무주군,12,8,0,3,11,0
전북,장수군,01,2,0,1,1,0
전북,장수군,02,4,0,3,2,0
전북,장수군,03,2,1,0,1,0
전북,장수군,04,2,1,0,2,0
전북,장수군,05,1,0,1,1,0
전북,장수군,06,1,0,0,1,0
전북,장수군,07,7,0,4,10,0
전북,장수군,08,2,1,0,1,0
전북,장수군,09,3,0,2,1,1
전북,장수군,10,8,0,4,6,0
전북,장수군,11,4,1,1,3,0
전북,장수군,12,4,0,1,5,0
전북,임실군,01,8,0,3,9,0
전북,임실군,02,8,0,9,5,0
전북,임실군,03,4,1,0,3,0
전북,임실군,04,4,0,1,4,0
전북,임실군,05,7,0,1,4,2
전북,임실군,06,7,1,3,6,0
전북,임실군,07,5,0,3,5,0
전북,임실군,08,7,0,5,3,0
전북,임실군,09,11,0,4,16,0
전북,임실군,10,9,2,3,5,0
전북,임실군,11,6,0,6,11,0
전북,임실군,12,3,0,1,4,0
전북,순창군,01,8,1,1,5,1
전북,순창군,02,6,1,0,5,2
전북,순창군,03,11,2,4,13,1
전북,순창군,04,13,0,9,8,4
전북,순창군,05,10,1,1,5,4
전북,순창군,06,5,0,2,2,1
전북,순창군,07,8,2,4,2,2
전북,순창군,08,9,1,3,9,3
전북,순창군,09,9,0,2,12,3
전북,순창군,10,9,1,2,9,3
전북,순창군,11,7,2,2,5,1
전북,순창군,12,8,1,3,8,4
전북,고창군,01,2,0,2,1,0
전북,고창군,02,9,0,3,7,0
전북,고창군,03,5,0,1,4,0
전북,고창군,04,9,1,2,7,0
전북,고창군,05,11,2,4,11,0
전북,고창군,06,8,2,4,4,0
전북,고창군,07,10,0,4,7,0
전북,고창군,08,13,5,7,5,0
전북,고창군,09,9,0,1,14,0
전북,고창군,10,6,0,1,7,0
전북,고창군,11,7,3,5,1,0
전북,고창군,12,7,0,3,9,0
전북,부안군,01,13,0,12,8,0
전북,부안군,02,12,0,2,16,0
전북,부안군,03,10,1,4,9,0
전북,부안군,04,10,1,5,6,1
전북,부안군,05,9,1,3,11,0
전북,부안군,06,21,2,10,15,1
전북,부안군,07,10,0,6,5,1
전북,부안군,08,15,1,9,14,0
전북,부안군,09,10,0,6,8,0
전북,부안군,10,13,2,5,9,0
전북,부안군,11,11,1,6,5,0
전북,부안군,12,6,1,0,13,0
전북,익산시,01,69,0,20,70,1
전북,익산시,02,54,2,15,56,6
전북,익산시,03,72,1,19,97,0
전북,익산시,04,71,3,25,64,0
전북,익산시,05,79,1,31,88,0
전북,익산시,06,68,3,18,80,0
전북,익산시,07,61,2,19,69,0
전북,익산시,08,73,5,21,77,0
전북,익산시,09,68,1,18,79,1
전북,익산시,10,83,2,26,96,5
전북,익산시,11,69,2,18,71,2
전북,익산시,12,59,3,22,70,1
전남,목포시,01,77,1,15,96,4
전남,목포시,02,113,2,24,135,5
전남,목포시,03,101,3,15,130,3
전남,목포시,04,126,2,26,182,7
전남,목포시,05,105,1,14,147,6
전남,목포시,06,110,0,20,160,7
전남,목포시,07,115,2,19,170,5
전남,목포시,08,130,0,18,200,5
전남,목포시,09,113,2,29,149,9
전남,목포시,10,136,3,14,179,8
전남,목포시,11,136,0,31,175,9
전남,목포시,12,111,1,13,144,7
전남,여수시,01,99,1,23,111,0
전남,여수시,02,102,0,26,114,2
전남,여수시,03,98,0,22,116,3
전남,여수시,04,133,4,33,134,4
전남,여수시,05,127,1,30,137,6
전남,여수시,06,122,0,30,122,8
전남,여수시,07,117,2,39,143,4
전남,여수시,08,115,1,14,136,3
전남,여수시,09,117,1,23,127,6
전남,여수시,10,115,1,31,131,8
전남,여수시,11,120,1,34,126,4
전남,여수시,12,119,1,27,143,4
전남,순천시,01,80,3,23,92,4
전남,순천시,02,74,2,20,105,2
전남,순천시,03,79,4,23,81,3
전남,순천시,04,110,2,24,129,5
전남,순천시,05,123,2,33,124,4
전남,순천시,06,80,0,23,87,3
전남,순천시,07,111,0,16,149,4
전남,순천시,08,87,2,26,123,4
전남,순천시,09,93,3,23,121,3
전남,순천시,10,103,3,34,150,2
전남,순천시,11,126,1,27,144,3
전남,순천시,12,88,1,17,108,2
전남,나주시,01,22,1,2,27,0
전남,나주시,02,16,0,12,13,0
전남,나주시,03,30,0,11,44,2
전남,나주시,04,35,1,11,39,3
전남,나주시,05,37,0,16,42,6
전남,나주시,06,35,1,12,31,1
전남,나주시,07,29,1,11,30,2
전남,나주시,08,33,1,13,36,4
전남,나주시,09,31,0,8,35,0
전남,나주시,10,42,1,13,61,6
전남,나주시,11,59,0,22,69,1
전남,나주시,12,34,3,12,41,2
전남,광양시,01,46,0,14,41,1
전남,광양시,02,38,0,8,42,8
전남,광양시,03,53,4,9,54,9
전남,광양시,04,58,4,12,61,5
전남,광양시,05,50,0,15,51,3
전남,광양시,06,35,2,7,44,0
전남,광양시,07,49,1,13,46,1
전남,광양시,08,47,2,11,58,0
전남,광양시,09,56,1,15,59,2
전남,광양시,10,47,1,5,60,3
전남,광양시,11,54,1,16,48,6
전남,광양시,12,51,1,13,59,3
전남,담양군,01,26,2,9,30,0
전남,담양군,02,12,1,3,10,1
전남,담양군,03,21,0,7,25,1
전남,담양군,04,30,0,7,30,1
전남,담양군,05,35,0,6,53,2
전남,담양군,06,18,0,7,22,1
전남,담양군,07,25,0,8,44,0
전남,담양군,08,26,2,9,38,0
전남,담양군,09,35,0,18,39,2
전남,담양군,10,27,3,9,35,0
전남,담양군,11,24,0,8,31,2
전남,담양군,12,23,1,5,34,1
전남,곡성군,01,4,0,3,3,1
전남,곡성군,02,9,0,7,8,1
전남,곡성군,03,4,0,5,2,1
전남,곡성군,04,8,1,3,7,1
전남,곡성군,05,8,0,3,10,0
전남,곡성군,06,14,0,5,15,3
전남,곡성군,07,7,2,3,5,0
전남,곡성군,08,12,0,3,14,2
전남,곡성군,09,12,2,3,16,0
전남,곡성군,10,9,0,3,8,1
전남,곡성군,11,8,0,3,10,0
전남,곡성군,12,7,1,4,8,0
전남,구례군,01,7,0,3,5,1
전남,구례군,02,5,0,2,5,0
전남,구례군,03,8,0,6,8,0
전남,구례군,04,20,1,5,34,1
전남,구례군,05,10,0,4,6,1
전남,구례군,06,11,0,5,10,0
전남,구례군,07,5,0,0,4,1
전남,구례군,08,11,1,5,17,0
전남,구례군,09,6,0,1,6,0
전남,구례군,10,14,0,6,13,1
전남,구례군,11,9,0,1,8,0
전남,구례군,12,7,0,2,7,0
전남,고흥군,01,18,1,13,14,3
전남,고흥군,02,17,1,6,16,1
전남,고흥군,03,12,1,7,8,1
전남,고흥군,04,20,2,5,23,1
전남,고흥군,05,23,0,10,20,2
전남,고흥군,06,26,1,14,18,4
전남,고흥군,07,23,0,15,14,6
전남,고흥군,08,27,0,22,34,1
전남,고흥군,09,26,1,10,20,4
전남,고흥군,10,29,1,17,24,2
전남,고흥군,11,20,0,15,11,1
전남,고흥군,12,14,1,7,11,0
전남,보성군,01,17,1,8,18,0
전남,보성군,02,2,0,0,4,0
전남,보성군,03,18,0,6,14,2
전남,보성군,04,11,1,5,11,0
전남,보성군,05,12,0,6,13,0
전남,보성군,06,9,0,4,10,1
전남,보성군,07,12,0,1,17,0
전남,보성군,08,13,2,1,14,0
전남,보성군,09,11,0,1,12,1
전남,보성군,10,19,0,14,14,1
전남,보성군,11,12,0,4,22,0
전남,보성군,12,18,1,6,14,1
전남,화순군,01,18,0,12,23,1
전남,화순군,02,13,0,6,18,4
전남,화순군,03,20,0,4,31,0
전남,화순군,04,24,0,6,23,1
전남,화순군,05,29,1,9,29,1
전남,화순군,06,25,0,8,26,0
전남,화순군,07,18,1,5,21,0
전남,화순군,08,21,0,5,28,0
전남,화순군,09,34,1,16,38,4
전남,화순군,10,22,0,4,22,1
전남,화순군,11,21,0,5,24,3
전남,화순군,12,18,0,5,25,0
전남,장흥군,01,19,0,4,26,6
전남,장흥군,02,9,0,4,5,0
전남,장흥군,03,18,0,5,24,0
전남,장흥군,04,22,0,18,23,2
전남,장흥군,05,21,0,4,49,1
전남,장흥군,06,21,1,2,17,2
전남,장흥군,07,27,0,8,35,3
전남,장흥군,08,16,0,3,24,7
전남,장흥군,09,22,0,10,16,1
전남,장흥군,10,22,1,8,24,2
전남,장흥군,11,20,1,6,25,1
전남,장흥군,12,24,0,4,29,2
전남,강진군,01,21,0,9,26,3
전남,강진군,02,18,1,5,21,4
전남,강진군,03,26,1,8,29,1
전남,강진군,04,17,0,5,17,3
전남,강진군,05,21,0,8,28,3
전남,강진군,06,17,0,5,19,3
전남,강진군,07,22,1,11,20,6
전남,강진군,08,26,1,6,26,5
전남,강진군,09,20,0,11,20,3
전남,강진군,10,19,1,8,21,2
전남,강진군,11,22,0,7,26,2
전남,강진군,12,15,0,11,13,6
전남,해남군,01,12,3,3,11,0
전남,해남군,02,17,0,5,18,0
전남,해남군,03,17,0,5,19,1
전남,해남군,04,28,0,15,22,1
전남,해남군,05,23,1,14,23,1
전남,해남군,06,27,1,10,27,0
전남,해남군,07,32,0,10,32,1
전남,해남군,08,29,0,21,26,0
전남,해남군,09,25,4,10,18,0
전남,해남군,10,28,0,14,27,2
전남,해남군,11,27,1,4,27,3
전남,해남군,12,35,2,11,39,3
전남,영암군,01,22,0,7,25,0
전남,영암군,02,19,2,4,19,0
전남,영암군,03,28,1,9,44,2
전남,영암군,04,39,3,19,51,4
전남,영암군,05,31,1,11,35,4
전남,영암군,06,23,0,10,38,2
전남,영암군,07,36,0,11,43,1
전남,영암군,08,34,0,10,39,4
전남,영암군,09,38,3,13,41,5
전남,영암군,10,43,0,14,64,8
전남,영암군,11,48,3,14,61,4
전남,영암군,12,30,1,5,45,2
전남,무안군,01,29,0,8,32,0
전남,무안군,02,25,0,6,37,1
전남,무안군,03,27,1,7,33,1
전남,무안군,04,29,1,2,36,3
전남,무안군,05,19,0,5,20,1
전남,무안군,06,25,3,5,22,0
전남,무안군,07,30,0,7,41,0
전남,무안군,08,15,1,3,15,0
전남,무안군,09,14,0,8,24,0
전남,무안군,10,28,3,8,23,0
전남,무안군,11,19,1,6,18,0
전남,무안군,12,20,1,5,20,0
전남,함평군,01,10,1,3,2,7
전남,함평군,02,4,0,2,3,1
전남,함평군,03,9,0,2,9,1
전남,함평군,04,5,0,1,9,1
전남,함평군,05,15,1,4,11,9
전남,함평군,06,11,0,2,12,2
전남,함평군,07,15,0,1,23,3
전남,함평군,08,14,1,3,14,5
전남,함평군,09,17,2,2,22,4
전남,함평군,10,24,1,7,30,6
전남,함평군,11,16,1,4,13,6
전남,함평군,12,12,0,5,11,4
전남,영광군,01,10,0,7,4,1
전남,영광군,02,10,0,14,3,0
전남,영광군,03,6,0,3,8,0
전남,영광군,04,8,0,3,8,0
전남,영광군,05,9,0,6,3,1
전남,영광군,06,14,1,6,7,1
전남,영광군,07,10,2,2,5,2
전남,영광군,08,11,1,3,10,1
전남,영광군,09,10,0,4,8,1
전남,영광군,10,16,0,6,13,3
전남,영광군,11,13,2,7,8,0
전남,영광군,12,6,0,2,6,1
전남,장성군,01,19,1,8,21,0
전남,장성군,02,15,1,7,13,0
전남,장성군,03,13,0,3,16,0
전남,장성군,04,15,1,8,13,0
전남,장성군,05,20,0,9,39,2
전남,장성군,06,16,0,6,12,1
전남,장성군,07,14,0,8,15,0
전남,장성군,08,19,0,6,21,0
전남,장성군,09,15,0,1,25,1
전남,장성군,10,19,2,5,24,0
전남,장성군,11,16,1,11,18,1
전남,장성군,12,11,0,3,12,3
전남,완도군,01,15,3,3,21,0
전남,완도군,02,7,0,2,12,0
전남,완도군,03,12,0,3,13,0
전남,완도군,04,14,0,6,12,1
전남,완도군,05,16,1,0,20,0
전남,완도군,06,7,0,2,10,0
전남,완도군,07,14,0,5,21,0
전남,완도군,08,19,1,8,23,0
전남,완도군,09,17,4,3,12,0
전남,완도군,10,14,0,6,17,0
전남,완도군,11,10,0,3,13,1
전남,완도군,12,8,0,1,10,0
전남,진도군,01,5,0,3,5,0
전남,진도군,02,3,1,1,2,0
전남,진도군,03,5,0,3,2,0
전남,진도군,04,8,0,3,6,1
전남,진도군,05,5,2,1,4,0
전남,진도군,06,4,0,2,2,0
전남,진도군,07,3,1,1,1,0
전남,진도군,08,11,1,1,12,0
전남,진도군,09,5,0,3,2,0
전남,진도군,10,7,1,6,4,0
전남,진도군,11,10,0,7,5,0
전남,진도군,12,9,1,5,3,0
전남,신안군,01,7,1,2,7,0
전남,신안군,02,7,0,3,9,0
전남,신안군,03,3,1,2,2,0
전남,신안군,04,8,2,3,9,0
전남,신안군,05,10,0,3,8,1
전남,신안군,06,6,0,8,22,1
전남,신안군,07,12,2,3,14,1
전남,신안군,08,12,2,5,10,0
전남,신안군,09,10,0,7,19,0
전남,신안군,10,9,0,7,4,0
전남,신안군,11,5,0,2,9,0
전남,신안군,12,8,0,1,9,0
경북,포항시,01,179,1,62,196,9
경북,포항시,02,152,2,39,165,10
경북,포항시,03,135,3,42,140,8
경북,포항시,04,199,6,67,215,9
경북,포항시,05,184,4,61,200,21
경북,포항시,06,203,1,47,272,21
경북,포항시,07,199,2,54,210,9
경북,포항시,08,183,1,45,220,19
경북,포항시,09,180,0,56,204,14
경북,포항시,10,181,5,50,209,13
경북,포항시,11,219,1,55,222,23
경북,포항시,12,189,1,50,240,23
경북,경주시,01,92,1,28,96,10
경북,경주시,02,82,2,28,76,8
경북,경주시,03,73,1,35,68,4
경북,경주시,04,119,7,78,146,11
경북,경주시,05,102,5,51,99,4
경북,경주시,06,97,5,40,81,4
경북,경주시,07,113,1,38,97,16
경북,경주시,08,103,4,52,98,7
경북,경주시,09,98,1,37,104,12
경북,경주시,10,117,4,34,129,5
경북,경주시,11,114,2,52,115,4
경북,경주시,12,96,2,30,109,4
경북,김천시,01,32,0,16,28,0
경북,김천시,02,30,4,11,26,3
경북,김천시,03,26,0,9,17,4
경북,김천시,04,34,2,15,43,5
경북,김천시,05,43,3,14,39,6
경북,김천시,06,35,0,19,32,2
경북,김천시,07,41,3,13,37,0
경북,김천시,08,41,3,19,38,1
경북,김천시,09,31,1,17,22,3
경북,김천시,10,48,1,15,44,4
경북,김천시,11,39,0,18,40,1
경북,김천시,12,28,0,17,25,0
경북,안동시,01,58,2,20,74,4
경북,안동시,02,42,2,15,45,1
경북,안동시,03,35,0,14,35,0
경북,안동시,04,50,1,15,53,2
경북,안동시,05,61,3,35,57,3
경북,안동시,06,56,2,22,59,6
경북,안동시,07,60,2,15,71,4
경북,안동시,08,77,4,35,71,10
경북,안동시,09,83,6,32,82,4
경북,안동시,10,80,1,31,75,5
경북,안동시,11,64,2,26,64,8
경북,안동시,12,61,1,31,52,10
경북,구미시,01,143,3,45,148,10
경북,구미시,02,94,2,40,77,8
경북,구미시,03,122,1,34,136,9
경북,구미시,04,131,3,42,127,12
경북,구미시,05,164,2,56,165,11
경북,구미시,06,138,3,41,125,13
경북,구미시,07,143,1,43,180,9
경북,구미시,08,144,2,41,164,14
경북,구미시,09,151,2,48,151,12
경북,구미시,10,127,4,34,122,9
경북,구미시,11,158,1,45,151,16
경북,구미시,12,137,5,47,140,13
경북,영주시,01,27,1,7,31,1
경북,영주시,02,25,0,15,12,5
경북,영주시,03,35,4,10,38,2
경북,영주시,04,33,0,15,29,2
경북,영주시,05,39,2,14,32,2
경북,영주시,06,43,2,18,26,4
경북,영주시,07,25,2,7,20,3
경북,영주시,08,54,1,17,49,2
경북,영주시,09,32,1,16,26,1
경북,영주시,10,43,1,20,37,3
경북,영주시,11,26,0,9,23,2
경북,영주시,12,32,3,18,21,1
경북,영천시,01,42,0,13,59,0
경북,영천시,02,27,5,6,28,0
경북,영천시,03,21,3,5,16,0
경북,영천시,04,30,0,13,34,2
경북,영천시,05,39,1,12,35,1
경북,영천시,06,38,0,21,46,1
경북,영천시,07,48,2,21,45,5
경북,영천시,08,37,2,11,38,1
경북,영천시,09,32,0,10,38,3
경북,영천시,10,45,3,12,58,1
경북,영천시,11,29,2,9,28,3
경북,영천시,12,25,2,5,32,1
경북,문경시,01,25,1,6,38,1
경북,문경시,02,11,1,4,7,0
경북,문경시,03,16,1,5,16,4
경북,문경시,04,17,0,2,24,2
경북,문경시,05,23,0,9,20,3
경북,문경시,06,26,0,9,25,3
경북,문경시,07,32,1,15,28,4
경북,문경시,08,28,0,12,35,1
경북,문경시,09,23,0,9,18,4
경북,문경시,10,28,0,14,38,6
경북,문경시,11,25,1,7,34,0
경북,문경시,12,25,1,8,27,4
경북,상주시,01,33,0,15,30,2
경북,상주시,02,20,0,7,19,1
경북,상주시,03,33,2,13,23,2
경북,상주시,04,32,1,19,22,0
경북,상주시,05,42,4,28,27,5
경북,상주시,06,34,1,18,51,1
경북,상주시,07,39,3,11,51,4
경북,상주시,08,41,4,13,46,5
경북,상주시,09,47,1,17,44,2
경북,상주시,10,43,3,13,39,4
경북,상주시,11,45,3,17,40,1
경북,상주시,12,36,1,7,54,3
경북,군위군,01,6,0,0,10,0
경북,군위군,02,1,0,1,0,0
경북,군위군,03,11,0,11,7,0
경북,군위군,04,7,2,3,3,0
경북,군위군,05,5,0,1,8,0
경북,군위군,06,11,1,3,10,0
경북,군위군,07,9,0,2,13,0
경북,군위군,08,6,0,2,7,1
경북,군위군,09,10,0,5,13,0
경북,군위군,10,6,0,4,12,1
경북,군위군,11,11,0,8,12,0
경북,군위군,12,10,1,10,18,0
경북,의성군,01,14,1,7,13,0
경북,의성군,02,11,0,6,8,0
경북,의성군,03,17,1,16,14,1
경북,의성군,04,20,0,11,13,1
경북,의성군,05,22,1,12,12,0
경북,의성군,06,18,0,13,10,0
경북,의성군,07,18,0,12,13,1
경북,의성군,08,28,1,15,24,3
경북,의성군,09,16,3,9,13,0
경북,의성군,10,24,1,12,24,0
경북,의성군,11,20,1,12,12,1
경북,의성군,12,15,0,7,9,1
경북,청송군,01,3,0,0,2,1
경북,청송군,02,1,0,3,0,1
경북,청송군,03,1,0,1,0,1
경북,청송군,04,9,0,4,11,4
경북,청송군,05,12,0,9,7,4
경북,청송군,06,6,0,4,3,1
경북,청송군,07,8,0,3,4,4
경북,청송군,08,12,2,6,4,2
경북,청송군,09,12,0,3,10,4
경북,청송군,10,16,0,6,11,5
경북,청송군,11,8,0,2,5,2
경북,청송군,12,5,0,2,2,1
경북,영양군,01,3,1,1,1,0
경북,영양군,02,2,0,1,2,0
경북,영양군,03,3,0,2,0,1
경북,영양군,04,5,0,4,5,0
경북,영양군,05,3,0,0,5,0
경북,영양군,06,6,0,3,6,0
경북,영양군,07,2,0,0,2,0
경북,영양군,08,7,1,1,8,0
경북,영양군,09,4,0,2,2,2
경북,영양군,10,5,1,0,6,2
경북,영양군,11,4,0,0,5,0
경북,영양군,12,3,0,4,1,0
경북,영덕군,01,17,1,5,18,5
경북,영덕군,02,12,0,6,11,0
경북,영덕군,03,9,1,7,6,0
경북,영덕군,04,14,1,8,13,1
경북,영덕군,05,29,2,16,31,1
경북,영덕군,06,20,0,10,28,3
경북,영덕군,07,18,2,9,14,1
경북,영덕군,08,25,0,13,25,2
경북,영덕군,09,23,1,13,21,2
경북,영덕군,10,23,2,13,19,1
경북,영덕군,11,19,0,8,14,3
경북,영덕군,12,11,0,9,14,0
경북,청도군,01,15,0,9,14,0
경북,청도군,02,12,0,3,15,0
경북,청도군,03,8,0,3,5,0
경북,청도군,04,20,0,7,19,0
경북,청도군,05,21,1,7,24,1
경북,청도군,06,19,0,8,17,0
경북,청도군,07,17,0,6,12,2
경북,청도군,08,22,1,7,33,0
경북,청도군,09,19,1,4,20,2
경북,청도군,10,22,2,3,25,1
경북,청도군,11,20,0,8,18,6
경북,청도군,12,4,1,2,1,0
경북,고령군,01,7,1,0,9,0
경북,고령군,02,8,2,7,6,1
경북,고령군,03,15,1,7,8,1
경북,고령군,04,9,1,3,11,0
경북,고령군,05,16,2,5,24,1
경북,고령군,06,14,1,4,15,0
경북,고령군,07,12,1,3,11,0
